k,type,score,label
2,Kmeans,0.582426,1
2,Kmeans,0.612198,1
2,Kmeans,0.448081,1
2,Kmeans,0.598996,1
2,Kmeans,0.539588,1
2,Kmeans,0.508997,1
2,Kmeans,0.315231,1
2,Kmeans,0.485869,1
2,Kmeans,0.598367,1
2,Kmeans,0.574009,1
2,Kmeans,0.563264,1
2,Kmeans,0.286066,1
2,Kmeans,0.390978,1
2,Kmeans,0.199066,1
2,Kmeans,0.578643,1
2,Kmeans,0.531489,1
2,Kmeans,0.561309,1
2,Kmeans,0.536921,1
2,Kmeans,0.148314,0
2,Kmeans,0.599338,1
2,Kmeans,0.580636,1
2,Kmeans,0.59525,1
2,Kmeans,0.57026,1
2,Kmeans,0.434656,1
2,Kmeans,0.596322,1
2,Kmeans,0.575863,1
2,Kmeans,0.250789,1
2,Kmeans,0.523188,1
2,Kmeans,0.601942,1
2,Kmeans,0.585305,1
2,Kmeans,0.613105,1
2,Kmeans,0.597707,1
2,Kmeans,0.257906,1
2,Kmeans,0.601564,1
2,Kmeans,0.526119,1
2,Kmeans,0.591512,1
2,Kmeans,0.545756,1
2,Kmeans,0.280952,1
2,Kmeans,0.556423,1
2,Kmeans,0.601438,1
2,Kmeans,0.469441,1
2,Kmeans,0.358563,1
2,Kmeans,0.238886,1
2,Kmeans,0.623934,1
2,Kmeans,0.399427,1
2,Kmeans,0.465599,1
2,Kmeans,0.569387,1
2,Kmeans,0.6095,1
2,Kmeans,0.530851,1
2,Kmeans,0.255688,1
2,Kmeans,0.521973,1
2,Kmeans,0.486787,1
2,Kmeans,0.548485,1
2,Kmeans,0.387864,1
2,Kmeans,0.567584,1
2,Kmeans,0.382726,1
2,Kmeans,0.39214,1
2,Kmeans,0.515071,1
2,Kmeans,0.597429,1
2,Kmeans,0.179179,1
2,Kmeans,0.502814,1
2,Kmeans,0.254651,1
2,Kmeans,0.466786,1
2,Kmeans,0.528947,1
2,Kmeans,0.517594,1
2,Kmeans,0.531422,1
2,Kmeans,0.564602,1
2,Kmeans,0.530427,1
2,Kmeans,0.421939,1
2,Kmeans,0.578004,1
2,Kmeans,0.445488,1
2,Kmeans,0.613362,1
2,Kmeans,0.61543,1
2,Kmeans,0.555137,1
2,Kmeans,0.533329,1
2,Kmeans,0.530795,1
2,Kmeans,0.297665,1
2,Kmeans,0.567002,1
2,Kmeans,0.357137,1
2,Kmeans,0.181778,1
2,Kmeans,0.583462,1
2,Kmeans,0.090527,0
2,Kmeans,0.549559,1
2,Kmeans,0.591313,1
2,Kmeans,0.538777,1
2,Kmeans,0.323704,1
2,Kmeans,0.394185,1
2,Kmeans,0.539263,1
2,Kmeans,0.590601,1
2,Kmeans,0.277054,1
2,Kmeans,0.551511,1
2,Kmeans,0.151409,1
2,Kmeans,0.575868,1
2,Kmeans,0.609884,1
2,Kmeans,0.562064,1
2,Kmeans,0.590287,1
2,Kmeans,0.42372,1
2,Kmeans,0.548677,1
2,Kmeans,0.581967,1
2,Kmeans,0.589305,1
2,Kmeans,0.548845,1
2,Kmeans,0.514283,1
2,Kmeans,0.561276,1
2,Kmeans,0.504561,1
2,Kmeans,0.523024,1
2,Kmeans,0.179612,1
2,Kmeans,0.259308,1
2,Kmeans,0.556665,1
2,Kmeans,0.603287,1
2,Kmeans,0.187903,1
2,Kmeans,0.361686,1
2,Kmeans,0.615417,1
2,Kmeans,0.610333,1
2,Kmeans,0.520539,1
2,Kmeans,0.363221,1
2,Kmeans,0.606369,1
2,Kmeans,0.612926,1
2,Kmeans,0.612067,1
2,Kmeans,0.568157,1
2,Kmeans,0.131167,1
2,Kmeans,0.581985,1
2,Kmeans,0.317905,1
2,Kmeans,0.516906,1
2,Kmeans,0.545145,1
2,Kmeans,0.493064,1
2,Kmeans,0.247565,1
2,Kmeans,0.524998,1
2,Kmeans,0.501998,1
2,Kmeans,0.558781,1
2,Kmeans,0.574751,1
2,Kmeans,0.5892,1
2,Kmeans,0.595331,1
2,Kmeans,0.554003,1
2,Kmeans,0.561873,1
2,Kmeans,0.294234,1
2,Kmeans,0.515526,1
2,Kmeans,0.394433,1
2,Kmeans,0.604156,1
2,Kmeans,0.535538,1
2,Kmeans,0.607681,1
2,Kmeans,0.607956,1
2,Kmeans,0.483748,1
2,Kmeans,0.401446,1
2,Kmeans,0.116842,1
2,Kmeans,0.343819,1
2,Kmeans,0.557791,1
2,Kmeans,0.191031,1
2,Kmeans,0.530932,1
2,Kmeans,0.512913,1
2,Kmeans,0.516809,1
2,Kmeans,0.239103,0
2,Kmeans,0.594306,1
2,Kmeans,0.426478,1
2,Kmeans,0.603339,1
2,Kmeans,0.474187,1
2,Kmeans,0.256598,1
2,Kmeans,0.603876,1
2,Kmeans,0.478517,1
2,Kmeans,0.563273,1
2,Kmeans,0.587028,1
2,Kmeans,0.582012,1
2,Kmeans,0.092342,0
2,Kmeans,0.51682,1
2,Kmeans,0.560592,1
2,Kmeans,0.589441,1
2,Kmeans,0.459022,1
2,Kmeans,0.608015,1
2,Kmeans,0.556894,1
2,Kmeans,0.399496,1
2,Kmeans,0.602418,1
2,Kmeans,0.376298,1
2,Kmeans,0.4976,1
2,Kmeans,0.396856,1
2,Kmeans,0.595102,1
2,Kmeans,0.524964,1
2,Kmeans,0.500363,1
2,Kmeans,0.552749,1
2,Kmeans,0.607072,1
2,Kmeans,0.619647,1
2,Kmeans,0.514849,1
2,Kmeans,0.430069,1
2,Kmeans,0.102789,0
2,Kmeans,0.563179,1
2,Kmeans,0.538979,1
2,Kmeans,0.457511,1
2,Kmeans,0.238837,1
2,Kmeans,0.068656,0
2,Kmeans,0.599833,1
2,Kmeans,0.492612,1
2,Kmeans,0.602755,1
2,Kmeans,0.198145,1
2,Kmeans,0.565447,1
2,Kmeans,0.145892,0
2,Kmeans,0.496949,1
2,Kmeans,0.249302,1
2,Kmeans,0.121554,0
2,Kmeans,0.428305,1
2,Kmeans,0.395914,1
2,Kmeans,0.470664,1
2,Kmeans,0.606166,1
2,Kmeans,0.583178,1
2,Kmeans,0.493867,1
2,Kmeans,0.543509,1
2,Kmeans,0.447513,1
2,Kmeans,0.565126,1
2,Kmeans,0.534052,1
2,Kmeans,0.255338,1
2,Kmeans,0.537065,1
2,Kmeans,0.501203,1
2,Kmeans,0.294549,1
2,Kmeans,0.212061,1
2,Kmeans,0.174931,1
2,Kmeans,0.505541,1
2,Kmeans,0.569454,1
2,Kmeans,0.47997,1
2,Kmeans,0.579024,1
2,Kmeans,0.598194,1
2,Kmeans,0.396513,1
2,Kmeans,0.376441,1
2,Kmeans,0.433549,1
2,Kmeans,0.612589,1
2,Kmeans,0.563053,1
2,Kmeans,0.381913,1
2,Kmeans,0.520324,1
2,Kmeans,0.578665,1
2,Kmeans,0.539984,1
2,Kmeans,0.167766,0
2,Kmeans,0.570823,1
2,Kmeans,0.52015,1
2,Kmeans,0.363439,1
2,Kmeans,0.616379,1
2,Kmeans,0.592097,1
2,Kmeans,0.58853,1
2,Kmeans,0.557122,1
2,Kmeans,0.611385,1
2,Kmeans,0.501439,1
2,Kmeans,0.413177,1
2,Kmeans,0.592441,1
2,Kmeans,0.372984,1
2,Kmeans,0.448763,1
2,Kmeans,0.519825,1
2,Kmeans,0.491934,1
2,Kmeans,0.498842,1
2,Kmeans,0.616437,1
2,Kmeans,0.082168,1
2,Kmeans,0.592031,1
2,Kmeans,0.564422,1
2,Kmeans,0.546889,1
2,Kmeans,0.09061,1
2,Kmeans,0.494325,1
2,Kmeans,0.606528,1
2,Kmeans,0.514841,1
2,Kmeans,0.404918,1
2,Kmeans,0.465613,1
2,Kmeans,0.475325,1
2,Kmeans,0.612783,1
2,Kmeans,0.604202,1
2,Kmeans,0.588804,1
2,Kmeans,0.573649,1
2,Kmeans,0.580647,1
2,Kmeans,0.500154,1
2,Kmeans,0.533967,1
2,Kmeans,0.595804,1
2,Kmeans,0.598723,1
2,Kmeans,0.254128,1
2,Kmeans,0.609631,1
2,Kmeans,0.271994,1
2,Kmeans,0.530456,1
2,Kmeans,0.552425,1
2,Kmeans,0.257183,1
2,Kmeans,0.586052,1
2,Kmeans,0.623998,1
2,Kmeans,0.442952,1
2,Kmeans,0.571185,1
2,Kmeans,0.563191,1
2,Kmeans,0.451187,1
2,Kmeans,0.550726,1
2,Kmeans,0.464317,1
2,Kmeans,0.504732,1
2,Kmeans,0.465885,1
2,Kmeans,0.535128,1
2,Kmeans,0.273666,1
2,Kmeans,0.505936,1
2,Kmeans,0.617641,1
2,Kmeans,0.272175,1
2,Kmeans,0.564013,1
2,Kmeans,0.468323,1
2,Kmeans,0.607602,1
2,Kmeans,0.330257,1
2,Kmeans,0.381997,1
2,Kmeans,0.560507,1
2,Kmeans,0.549642,1
2,Kmeans,0.133877,0
2,Kmeans,0.547094,1
2,Kmeans,0.572759,1
2,Kmeans,0.51584,1
2,Kmeans,0.597558,1
2,Kmeans,0.515071,1
2,Kmeans,0.568945,1
2,Kmeans,0.370975,1
2,Kmeans,0.550414,1
2,Kmeans,0.556649,1
2,Kmeans,0.572335,1
2,Kmeans,0.536192,1
2,Kmeans,0.51815,1
2,Kmeans,0.192124,1
2,Kmeans,0.343145,1
2,Kmeans,0.345936,1
2,Kmeans,-0.044133,0
2,Kmeans,0.526188,1
2,Kmeans,0.509001,1
2,Kmeans,0.154052,1
2,Kmeans,0.181394,1
2,Kmeans,0.549895,1
2,Kmeans,0.519039,1
2,Kmeans,0.505053,1
2,Kmeans,0.284807,1
2,Kmeans,0.429815,1
2,Kmeans,0.467115,1
2,Kmeans,0.459725,1
2,Kmeans,0.589378,1
2,Kmeans,0.368009,1
2,Kmeans,0.205606,1
2,Kmeans,0.578549,1
2,Kmeans,0.576547,1
2,Kmeans,0.597654,1
2,Kmeans,0.460442,1
2,Kmeans,0.435893,1
2,Kmeans,0.537826,1
2,Kmeans,0.498397,1
2,Kmeans,0.43878,1
2,Kmeans,0.617908,1
2,Kmeans,0.562013,1
2,Kmeans,0.505693,1
2,Kmeans,0.581803,1
2,Kmeans,0.515529,1
2,Kmeans,0.436609,1
2,Kmeans,0.545347,1
2,Kmeans,0.552122,1
2,Kmeans,0.583367,1
2,Kmeans,0.593622,1
2,Kmeans,0.591289,1
2,Kmeans,0.566379,1
2,Kmeans,0.555783,1
2,Kmeans,0.255157,1
2,Kmeans,0.175086,1
2,Kmeans,0.234788,1
2,Kmeans,0.580636,1
2,Kmeans,0.594306,1
2,Kmeans,0.42167,1
2,Kmeans,0.469687,1
2,Kmeans,0.51748,1
2,Kmeans,0.394735,1
2,Kmeans,0.285147,1
2,Kmeans,0.410194,1
2,Kmeans,0.575441,1
2,Kmeans,0.21166,1
2,Kmeans,0.562597,1
2,Kmeans,0.550783,1
2,Kmeans,0.477893,1
2,Kmeans,0.417767,1
2,Kmeans,0.303907,1
2,Kmeans,0.382611,1
2,Kmeans,0.524408,1
2,Kmeans,0.599435,1
2,Kmeans,0.582244,1
2,Kmeans,0.360788,1
2,Kmeans,0.527493,1
2,Kmeans,0.555179,1
2,Kmeans,0.518549,1
2,Kmeans,0.556898,1
2,Kmeans,0.244117,0
2,Kmeans,0.540317,1
2,Kmeans,0.327095,1
2,Kmeans,0.499415,1
2,Kmeans,0.534924,1
2,Kmeans,0.177541,1
2,Kmeans,0.591767,1
2,Kmeans,0.243292,0
2,Kmeans,0.591401,1
2,Kmeans,0.580134,1
2,Kmeans,0.486295,1
2,Kmeans,0.192627,1
2,Kmeans,0.570459,1
2,Kmeans,0.195512,1
2,Kmeans,0.511112,1
2,Kmeans,0.149098,0
2,Kmeans,0.46892,1
2,Kmeans,0.623472,1
2,Kmeans,0.380466,1
2,Kmeans,0.598974,1
2,Kmeans,0.537416,1
2,Kmeans,0.575513,1
2,Kmeans,0.237961,0
2,Kmeans,0.508473,1
2,Kmeans,0.549308,1
2,Kmeans,0.260944,1
2,Kmeans,0.396121,1
2,Kmeans,0.537217,1
2,Kmeans,0.607427,1
2,Kmeans,0.5182,1
2,Kmeans,0.502696,1
2,Kmeans,0.359066,1
2,Kmeans,0.397371,1
2,Kmeans,0.528735,1
2,Kmeans,0.521025,1
2,Kmeans,0.227194,1
2,Kmeans,0.580462,1
2,Kmeans,0.090424,0
2,Kmeans,0.447513,1
2,Kmeans,0.525482,1
2,Kmeans,0.49964,1
2,Kmeans,0.524856,1
2,Kmeans,0.397102,1
2,Kmeans,0.608126,1
2,Kmeans,0.580938,1
2,Kmeans,0.526167,1
2,Kmeans,0.58321,1
2,Kmeans,0.563537,1
2,Kmeans,0.582003,1
2,Kmeans,0.506329,1
2,Kmeans,0.5746,1
2,Kmeans,0.500154,1
2,Kmeans,0.61324,1
2,Kmeans,0.57833,1
2,Kmeans,0.271728,1
2,Kmeans,0.517368,1
2,Kmeans,0.625398,1
2,Kmeans,0.612571,1
2,Kmeans,0.360554,1
2,Kmeans,0.264213,1
2,Kmeans,0.57916,1
2,Kmeans,0.596799,1
2,Kmeans,0.629757,1
2,Kmeans,0.358754,1
2,Kmeans,0.533466,1
2,Kmeans,0.522733,1
2,Kmeans,0.132441,0
2,Kmeans,0.55462,1
2,Kmeans,0.610276,1
2,Kmeans,0.619024,1
2,Kmeans,0.597638,1
2,Kmeans,0.595271,1
2,Kmeans,0.565569,1
2,Kmeans,0.518016,1
2,Kmeans,0.504792,1
2,Kmeans,0.482727,1
2,Kmeans,0.558285,1
2,Kmeans,0.493733,1
2,Kmeans,0.579355,1
2,Kmeans,0.396343,1
2,Kmeans,0.444889,1
2,Kmeans,0.573691,1
2,Kmeans,0.186431,1
2,Kmeans,0.575487,1
2,Kmeans,0.447293,1
2,Kmeans,0.556176,1
2,Kmeans,0.495549,1
2,Kmeans,0.151468,1
2,Kmeans,0.55547,1
2,Kmeans,0.503574,1
2,Kmeans,0.595523,1
2,Kmeans,0.609631,1
2,Kmeans,0.469468,1
2,Kmeans,0.606294,1
2,Kmeans,0.512518,1
2,Kmeans,0.382018,1
2,Kmeans,0.563032,1
2,Kmeans,0.577581,1
2,Kmeans,0.603411,1
2,Kmeans,0.555368,1
2,Kmeans,0.499415,1
2,Kmeans,0.615827,1
2,Kmeans,0.523037,1
2,Kmeans,0.537065,1
2,Kmeans,0.588942,1
2,Kmeans,0.623489,1
2,Kmeans,0.563381,1
2,Kmeans,0.592041,1
2,Kmeans,0.605217,1
2,Kmeans,0.303908,1
2,Kmeans,0.304839,1
2,Kmeans,0.318124,1
2,Kmeans,0.568632,1
2,Kmeans,0.558974,1
2,Kmeans,0.541207,1
2,Kmeans,0.5182,1
2,Kmeans,0.605362,1
2,Kmeans,0.341337,1
2,Kmeans,0.577185,1
2,Kmeans,0.41467,1
2,Kmeans,0.09155,0
2,Kmeans,0.404222,1
2,Kmeans,0.505221,1
2,Kmeans,0.179964,1
2,Kmeans,0.585841,1
2,Kmeans,0.507543,1
2,Kmeans,0.449505,1
2,Kmeans,0.495234,1
2,Kmeans,0.557026,1
2,Kmeans,0.55232,1
2,Kmeans,0.204227,1
2,Kmeans,0.58669,1
2,Kmeans,0.518824,1
2,Kmeans,0.583932,1
2,Kmeans,0.539907,1
2,Kmeans,0.354823,1
2,Kmeans,0.461795,1
2,Kmeans,0.526834,1
2,Kmeans,0.543379,1
2,Kmeans,0.525253,1
2,Kmeans,0.536662,1
2,Kmeans,0.416838,1
2,Kmeans,0.613278,1
2,Kmeans,0.407996,1
2,Kmeans,0.534263,1
2,Kmeans,0.282673,1
2,Kmeans,0.489103,1
2,Kmeans,0.551591,1
2,Kmeans,0.497735,1
2,Kmeans,0.558698,1
2,Kmeans,0.605919,1
2,Kmeans,0.554022,1
2,Kmeans,0.393535,1
2,Kmeans,0.587154,1
2,Kmeans,0.586485,1
2,Kmeans,0.575134,1
2,Kmeans,0.139777,0
2,Kmeans,0.333016,1
2,Kmeans,0.38498,1
2,Kmeans,0.556743,1
2,Kmeans,0.560269,1
2,Kmeans,0.532515,1
2,Kmeans,0.26992,1
2,Kmeans,0.533967,1
2,Kmeans,0.612772,1
2,Kmeans,0.571869,1
2,Kmeans,0.440781,1
2,Kmeans,0.596388,1
2,Kmeans,0.311706,1
2,Kmeans,0.574048,1
2,Kmeans,0.554915,1
2,Kmeans,0.544646,1
2,Kmeans,0.146468,0
2,Kmeans,0.592383,1
2,Kmeans,0.21097,1
2,Kmeans,0.590731,1
2,Kmeans,0.585378,1
2,Kmeans,0.571079,1
2,Kmeans,0.561012,1
2,Kmeans,0.174688,0
2,Kmeans,0.535555,1
2,Kmeans,0.528366,1
2,Kmeans,0.375797,1
2,Kmeans,0.603336,1
2,Kmeans,0.269074,1
2,Kmeans,0.596921,1
2,Kmeans,0.511875,1
2,Kmeans,0.558693,1
2,Kmeans,0.612828,1
2,Kmeans,0.492913,1
2,Kmeans,0.551412,1
2,Kmeans,0.608196,1
2,Kmeans,0.60475,1
2,Kmeans,0.364984,1
2,Kmeans,0.484087,1
2,Kmeans,0.543507,1
2,Kmeans,0.613214,1
2,Kmeans,0.556894,1
2,Kmeans,0.491229,1
2,Kmeans,0.466318,1
2,Kmeans,0.381525,1
2,Kmeans,0.496944,1
2,Kmeans,0.561309,1
2,Kmeans,0.586282,1
2,Kmeans,0.61511,1
2,Kmeans,0.619618,1
2,Kmeans,0.578923,1
2,Kmeans,0.541104,1
2,Kmeans,0.532671,1
2,Kmeans,0.574409,1
2,Kmeans,0.583503,1
2,Kmeans,0.609961,1
2,Kmeans,0.487333,1
2,Kmeans,0.517462,1
2,Kmeans,0.445488,1
2,Kmeans,0.469956,1
2,Kmeans,0.609625,1
2,Kmeans,0.576908,1
2,Kmeans,0.424925,1
2,Kmeans,0.470086,1
2,Kmeans,0.526006,1
2,Kmeans,0.558872,1
2,Kmeans,0.186738,1
2,Kmeans,0.51815,1
2,Kmeans,0.553211,1
2,Kmeans,0.370414,1
2,Kmeans,0.405944,1
2,Kmeans,0.524104,1
2,Kmeans,0.619437,1
2,Kmeans,0.614469,1
2,Kmeans,0.499275,1
2,Kmeans,0.624738,1
2,Kmeans,0.540925,1
2,Kmeans,0.622248,1
2,Kmeans,0.552774,1
2,Kmeans,0.342821,1
2,Kmeans,0.479181,1
2,Kmeans,0.331782,1
2,Kmeans,0.468848,1
2,Kmeans,0.249018,1
2,Kmeans,0.460392,1
2,Kmeans,0.607367,1
2,Kmeans,0.488393,1
2,Kmeans,0.51978,1
2,Kmeans,0.619588,1
2,Kmeans,0.336452,1
2,Kmeans,0.476865,1
2,Kmeans,0.480329,1
2,Kmeans,0.363221,1
2,Kmeans,0.577217,1
2,Kmeans,0.465352,1
2,Kmeans,0.54321,1
2,Kmeans,0.607387,1
2,Kmeans,0.578815,1
2,Kmeans,0.58336,1
2,Kmeans,0.564141,1
2,Kmeans,0.592495,1
2,Kmeans,0.600508,1
2,Kmeans,0.544477,1
2,Kmeans,0.490686,1
2,Kmeans,0.460781,1
2,Kmeans,0.607367,1
2,Kmeans,0.562578,1
2,Kmeans,0.545598,1
2,Kmeans,0.394653,1
2,Kmeans,0.523254,1
2,Kmeans,0.45506,1
2,Kmeans,0.421593,1
2,Kmeans,0.415031,1
2,Kmeans,0.399685,1
2,Kmeans,0.590988,1
2,Kmeans,0.609321,1
2,Kmeans,0.621124,1
2,Kmeans,0.553751,1
2,Kmeans,0.489689,1
2,Kmeans,0.586074,1
2,Kmeans,0.267934,1
2,Kmeans,0.560648,1
2,Kmeans,0.512403,1
2,Kmeans,0.529615,1
2,Kmeans,0.415498,1
2,Kmeans,0.543648,1
2,Kmeans,0.581018,1
2,Kmeans,0.39524,1
2,Kmeans,0.523066,1
2,Kmeans,0.51355,1
2,Kmeans,0.624117,1
2,Kmeans,0.573517,1
2,Kmeans,0.569837,1
2,Kmeans,0.548831,1
2,Kmeans,0.529624,1
2,Kmeans,0.541161,1
2,Kmeans,0.582979,1
2,Kmeans,0.57628,1
2,Kmeans,0.586692,1
2,Kmeans,0.383329,1
2,Kmeans,0.567718,1
2,Kmeans,0.610752,1
2,Kmeans,0.524307,1
2,Kmeans,-0.009085,0
2,Kmeans,0.502638,1
2,Kmeans,0.565135,1
2,Kmeans,0.59257,1
2,Kmeans,0.587758,1
2,Kmeans,0.580767,1
2,Kmeans,0.56342,1
2,Kmeans,0.563968,1
2,Kmeans,0.608047,1
2,Kmeans,0.568801,1
2,Kmeans,0.283885,1
2,Kmeans,0.523543,1
2,Kmeans,0.568596,1
2,Kmeans,0.122615,1
2,Kmeans,0.612215,1
2,Kmeans,0.568366,1
2,Kmeans,0.504593,1
2,Kmeans,0.186146,1
2,Kmeans,0.392437,1
2,Kmeans,0.518882,1
2,Kmeans,0.494103,1
2,Kmeans,0.565335,1
2,Kmeans,0.568198,1
2,Kmeans,0.248387,1
2,Kmeans,0.176214,1
2,Kmeans,0.13442,0
2,Kmeans,0.349602,1
2,Kmeans,0.117453,1
2,Kmeans,0.502638,1
2,Kmeans,0.571357,1
2,Kmeans,0.493703,1
2,Kmeans,0.290449,1
2,Kmeans,0.545756,1
2,Kmeans,0.198269,1
2,Kmeans,0.525304,1
2,Kmeans,0.59292,1
2,Kmeans,0.552654,1
2,Kmeans,0.504795,1
2,Kmeans,0.591719,1
2,Kmeans,0.22258,1
2,Kmeans,0.42359,1
2,Kmeans,0.502193,1
2,Kmeans,0.594777,1
2,Kmeans,0.543902,1
2,Kmeans,0.307446,1
2,Kmeans,0.4761,1
2,Kmeans,0.616667,1
2,Kmeans,0.548052,1
2,Kmeans,0.198745,1
2,Kmeans,0.503221,1
2,Kmeans,0.604465,1
2,Kmeans,0.505541,1
2,Kmeans,0.610779,1
2,Kmeans,0.433772,1
2,Kmeans,0.562475,1
2,Kmeans,0.35223,1
2,Kmeans,0.240966,0
2,Kmeans,0.278742,1
2,Kmeans,0.544646,1
2,Kmeans,0.465692,1
2,Kmeans,0.602967,1
2,Kmeans,0.575699,1
2,Kmeans,0.473574,1
2,Kmeans,0.532171,1
2,Kmeans,0.549649,1
2,Kmeans,0.366644,1
2,Kmeans,0.133442,1
2,Kmeans,0.509095,1
2,Kmeans,0.540073,1
2,Kmeans,0.4883,1
2,Kmeans,0.574569,1
2,Kmeans,0.53548,1
2,Kmeans,0.483539,1
2,Kmeans,0.547584,1
2,Kmeans,0.48665,1
2,Kmeans,-0.066275,0
2,Kmeans,0.514685,1
2,Kmeans,0.412593,1
2,Kmeans,0.616628,1
2,Kmeans,0.496569,1
2,Kmeans,0.38008,1
2,Kmeans,0.619944,1
2,Kmeans,0.621101,1
2,Kmeans,0.59257,1
2,Kmeans,0.550425,1
2,Kmeans,0.267847,1
2,Kmeans,0.119901,1
2,Kmeans,0.202956,1
2,Kmeans,0.602179,1
2,Kmeans,0.366181,1
2,Kmeans,0.423031,1
2,Kmeans,0.395095,1
2,Kmeans,0.293957,1
2,Kmeans,0.220735,1
2,Kmeans,0.068634,1
2,Kmeans,0.538978,1
2,Kmeans,0.543891,1
2,Kmeans,0.577481,1
2,Kmeans,0.328722,1
2,Kmeans,0.523729,1
2,Kmeans,0.608654,1
2,Kmeans,0.563006,1
2,Kmeans,0.599309,1
2,Kmeans,0.515974,1
2,Kmeans,0.478819,1
2,Kmeans,0.510176,1
2,Kmeans,0.598244,1
2,Kmeans,0.468888,1
2,Kmeans,0.396031,1
2,Kmeans,0.573197,1
2,Kmeans,0.497721,1
2,Kmeans,0.222843,1
2,Kmeans,0.495736,1
2,Kmeans,0.584792,1
2,Kmeans,0.500154,1
2,Kmeans,0.398331,1
2,Kmeans,0.465599,1
2,Kmeans,0.409662,1
2,Kmeans,0.449218,1
2,Kmeans,0.545991,1
2,Kmeans,0.413503,1
2,Kmeans,0.511875,1
2,Kmeans,0.530324,1
2,Kmeans,0.500693,1
2,Kmeans,0.576547,1
2,Kmeans,0.307022,1
2,Kmeans,0.212268,1
2,Kmeans,0.60708,1
2,Kmeans,0.435338,1
2,Kmeans,0.414364,1
2,Kmeans,0.591401,1
2,Kmeans,0.552582,1
2,Kmeans,0.594918,1
2,Kmeans,0.527193,1
2,Kmeans,0.56806,1
