k,type,score,label
2,Kmeans,0.144944,1
2,Kmeans,0.133,1
2,Kmeans,0.128391,1
2,Kmeans,0.108037,1
2,Kmeans,0.024452,0
2,Kmeans,0.143992,1
2,Kmeans,-0.011053,0
2,Kmeans,0.047887,0
2,Kmeans,0.031299,0
2,Kmeans,0.113677,1
2,Kmeans,0.02323,0
2,Kmeans,0.03393,0
2,Kmeans,0.160008,1
2,Kmeans,0.007034,0
2,Kmeans,0.049458,0
2,Kmeans,0.059284,1
2,Kmeans,0.125383,1
2,Kmeans,0.012207,0
2,Kmeans,0.035094,0
2,Kmeans,0.122991,1
2,Kmeans,0.124394,1
2,Kmeans,0.1574,1
2,Kmeans,0.047053,0
2,Kmeans,0.11708,1
2,Kmeans,0.109807,1
2,Kmeans,0.141736,1
2,Kmeans,0.125147,1
2,Kmeans,0.013796,0
2,Kmeans,0.128178,1
2,Kmeans,0.117327,1
2,Kmeans,0.062944,0
2,Kmeans,0.171361,1
2,Kmeans,0.115263,1
2,Kmeans,0.037285,0
2,Kmeans,0.10189,1
2,Kmeans,0.039884,0
2,Kmeans,0.137545,1
2,Kmeans,0.082786,1
2,Kmeans,0.128817,1
2,Kmeans,0.080142,1
2,Kmeans,0.09085,1
2,Kmeans,0.074165,0
2,Kmeans,0.109965,1
2,Kmeans,0.092975,1
2,Kmeans,0.116577,1
2,Kmeans,0.046993,0
2,Kmeans,0.133895,1
2,Kmeans,0.004692,0
2,Kmeans,0.091571,1
2,Kmeans,0.01063,0
2,Kmeans,0.005698,0
2,Kmeans,0.121419,1
2,Kmeans,0.080946,1
2,Kmeans,0.048541,0
2,Kmeans,0.146139,1
2,Kmeans,0.027624,0
2,Kmeans,0.014833,0
2,Kmeans,0.141964,1
2,Kmeans,0.114773,1
2,Kmeans,0.088814,1
2,Kmeans,0.101687,1
2,Kmeans,0.14929,1
2,Kmeans,0.107222,1
2,Kmeans,0.003161,0
2,Kmeans,0.035444,0
2,Kmeans,0.048088,0
2,Kmeans,0.131596,1
2,Kmeans,0.120869,1
2,Kmeans,0.086427,1
2,Kmeans,0.09321,1
2,Kmeans,0.142811,1
2,Kmeans,0.129826,1
2,Kmeans,0.095386,1
2,Kmeans,0.112736,1
2,Kmeans,0.055522,0
2,Kmeans,0.087132,1
2,Kmeans,0.055733,0
2,Kmeans,0.009163,0
2,Kmeans,0.029899,0
2,Kmeans,0.09926,1
2,Kmeans,0.004663,0
2,Kmeans,0.132782,1
2,Kmeans,0.146066,1
2,Kmeans,0.11503,1
2,Kmeans,0.051066,0
2,Kmeans,0.099448,1
2,Kmeans,0.031357,0
2,Kmeans,0.011466,0
2,Kmeans,0.141792,1
2,Kmeans,0.078059,1
2,Kmeans,0.019546,0
2,Kmeans,0.140995,1
2,Kmeans,0.047305,0
2,Kmeans,0.022553,0
2,Kmeans,0.023701,0
2,Kmeans,0.067764,0
2,Kmeans,0.014915,0
2,Kmeans,0.036772,0
2,Kmeans,0.100737,1
2,Kmeans,0.118443,1
2,Kmeans,0.113462,1
2,Kmeans,0.090929,1
2,Kmeans,0.028882,0
2,Kmeans,-0.034219,0
2,Kmeans,0.11386,1
2,Kmeans,0.045081,0
2,Kmeans,0.142779,1
2,Kmeans,0.152254,1
2,Kmeans,0.035487,0
2,Kmeans,0.107009,1
2,Kmeans,0.113889,1
2,Kmeans,0.113315,1
2,Kmeans,0.019138,0
2,Kmeans,0.031872,0
2,Kmeans,0.034621,0
2,Kmeans,0.117012,1
2,Kmeans,0.118553,1
2,Kmeans,0.128717,1
2,Kmeans,0.010316,0
2,Kmeans,0.099578,1
2,Kmeans,0.176088,1
2,Kmeans,0.023402,0
2,Kmeans,0.026719,0
2,Kmeans,0.124355,1
2,Kmeans,0.196773,1
2,Kmeans,0.119557,1
2,Kmeans,0.066461,0
2,Kmeans,0.123072,1
2,Kmeans,0.00932,0
2,Kmeans,0.152371,1
2,Kmeans,0.015477,0
2,Kmeans,0.082584,1
2,Kmeans,0.12909,1
2,Kmeans,0.140605,1
2,Kmeans,0.050338,0
2,Kmeans,0.128023,1
2,Kmeans,0.112179,1
2,Kmeans,0.12371,1
2,Kmeans,0.066635,1
2,Kmeans,0.164843,1
2,Kmeans,0.136573,1
2,Kmeans,0.019265,0
2,Kmeans,0.157385,1
2,Kmeans,0.05997,0
2,Kmeans,0.152424,1
2,Kmeans,0.092908,1
2,Kmeans,0.147566,1
2,Kmeans,0.025934,0
2,Kmeans,0.027009,0
2,Kmeans,0.027153,0
2,Kmeans,0.149551,1
2,Kmeans,0.034529,0
2,Kmeans,0.148228,1
2,Kmeans,0.089634,1
2,Kmeans,0.143096,1
2,Kmeans,0.067664,0
2,Kmeans,0.136185,1
2,Kmeans,0.12584,1
2,Kmeans,0.029363,0
2,Kmeans,0.087316,1
2,Kmeans,0.027812,0
2,Kmeans,0.035745,0
2,Kmeans,0.031165,0
2,Kmeans,0.109084,1
2,Kmeans,0.077062,0
2,Kmeans,0.044264,0
2,Kmeans,0.035776,0
2,Kmeans,0.141179,1
2,Kmeans,0.115354,1
2,Kmeans,0.130469,1
2,Kmeans,0.11268,1
2,Kmeans,0.014727,0
2,Kmeans,0.136172,1
2,Kmeans,0.13206,1
2,Kmeans,0.051335,0
2,Kmeans,0.037558,0
2,Kmeans,0.110205,1
2,Kmeans,0.038165,0
2,Kmeans,0.052038,0
2,Kmeans,0.011192,0
2,Kmeans,0.109677,1
2,Kmeans,0.138335,1
2,Kmeans,0.086568,1
2,Kmeans,0.136622,1
2,Kmeans,0.125277,1
2,Kmeans,0.105623,1
2,Kmeans,0.079935,1
2,Kmeans,0.03822,0
2,Kmeans,0.058649,1
2,Kmeans,0.116262,1
2,Kmeans,0.039556,0
2,Kmeans,0.146178,1
2,Kmeans,0.14874,1
2,Kmeans,-0.005382,0
2,Kmeans,0.041787,0
2,Kmeans,0.099999,1
2,Kmeans,0.031069,0
2,Kmeans,0.123625,1
2,Kmeans,0.035247,0
2,Kmeans,0.122398,1
2,Kmeans,0.097587,1
2,Kmeans,0.01378,0
2,Kmeans,0.004025,0
2,Kmeans,0.048851,0
2,Kmeans,0.041581,0
2,Kmeans,0.0166,0
2,Kmeans,0.107929,1
2,Kmeans,0.073059,1
2,Kmeans,0.10848,1
2,Kmeans,0.000536,0
2,Kmeans,0.026027,0
2,Kmeans,0.146991,1
2,Kmeans,0.134285,1
2,Kmeans,0.052993,0
2,Kmeans,0.017074,0
2,Kmeans,0.001503,0
2,Kmeans,0.165382,1
2,Kmeans,0.045146,0
2,Kmeans,0.052732,0
2,Kmeans,0.020621,0
2,Kmeans,0.105257,1
2,Kmeans,0.099084,1
2,Kmeans,0.015425,0
2,Kmeans,0.003474,0
2,Kmeans,0.14936,1
2,Kmeans,0.141038,1
2,Kmeans,0.039623,0
2,Kmeans,0.018034,0
2,Kmeans,0.07152,1
2,Kmeans,0.118981,1
2,Kmeans,0.04238,0
2,Kmeans,0.141651,1
2,Kmeans,0.105196,1
2,Kmeans,0.139858,1
2,Kmeans,0.164838,1
2,Kmeans,0.012941,0
2,Kmeans,0.006512,0
2,Kmeans,0.021693,0
2,Kmeans,0.039594,0
2,Kmeans,0.064868,0
2,Kmeans,0.026756,0
2,Kmeans,0.107489,1
2,Kmeans,0.116003,1
2,Kmeans,0.148607,1
2,Kmeans,0.01843,0
2,Kmeans,0.086621,1
2,Kmeans,0.038267,0
2,Kmeans,0.11666,1
2,Kmeans,0.104616,1
2,Kmeans,0.151654,1
2,Kmeans,0.00885,0
2,Kmeans,0.149774,1
2,Kmeans,0.098198,1
2,Kmeans,0.012923,0
2,Kmeans,0.042481,0
2,Kmeans,0.104553,1
2,Kmeans,0.029066,0
2,Kmeans,0.09708,1
2,Kmeans,0.128192,1
2,Kmeans,0.010577,0
2,Kmeans,0.08123,0
2,Kmeans,0.033624,0
2,Kmeans,0.054605,0
2,Kmeans,0.074398,0
2,Kmeans,0.013142,0
2,Kmeans,0.118066,1
2,Kmeans,0.077554,1
2,Kmeans,0.146271,1
2,Kmeans,0.041174,0
2,Kmeans,0.090522,1
2,Kmeans,0.052691,0
2,Kmeans,-0.019819,0
2,Kmeans,0.043601,0
2,Kmeans,0.122534,1
2,Kmeans,0.030541,0
2,Kmeans,0.050234,0
2,Kmeans,0.030037,0
2,Kmeans,0.03867,0
2,Kmeans,0.030397,0
2,Kmeans,0.181555,1
2,Kmeans,0.02752,0
2,Kmeans,0.122636,1
2,Kmeans,0.103478,1
2,Kmeans,0.106103,1
2,Kmeans,0.102077,1
2,Kmeans,0.04277,0
2,Kmeans,0.057638,0
2,Kmeans,0.027444,0
2,Kmeans,0.106731,1
2,Kmeans,0.01646,0
2,Kmeans,0.062379,0
2,Kmeans,0.052521,0
2,Kmeans,0.039767,0
2,Kmeans,0.00266,0
2,Kmeans,0.03213,0
2,Kmeans,0.134141,1
2,Kmeans,0.132475,1
2,Kmeans,0.081819,1
2,Kmeans,0.055057,0
2,Kmeans,0.009609,0
2,Kmeans,0.010413,0
2,Kmeans,0.011737,0
2,Kmeans,0.090315,1
2,Kmeans,0.009548,0
2,Kmeans,0.000634,0
2,Kmeans,0.051858,0
2,Kmeans,0.041298,0
2,Kmeans,0.007725,0
2,Kmeans,0.053072,1
2,Kmeans,0.025768,0
2,Kmeans,0.105676,1
2,Kmeans,0.156795,1
2,Kmeans,0.01578,0
2,Kmeans,0.089431,1
2,Kmeans,0.134243,1
2,Kmeans,0.107712,1
2,Kmeans,0.070458,1
2,Kmeans,0.057889,0
2,Kmeans,0.019925,0
2,Kmeans,0.075935,1
2,Kmeans,0.117543,1
2,Kmeans,0.052305,0
2,Kmeans,0.032723,0
2,Kmeans,0.138348,1
2,Kmeans,0.121996,1
2,Kmeans,0.146386,1
2,Kmeans,0.135605,1
2,Kmeans,0.050602,0
2,Kmeans,0.127684,1
2,Kmeans,0.048721,0
2,Kmeans,0.033517,0
2,Kmeans,-0.00949,0
2,Kmeans,0.143066,1
2,Kmeans,0.107085,1
2,Kmeans,0.149409,1
2,Kmeans,0.055202,0
2,Kmeans,0.031765,0
2,Kmeans,0.085484,1
2,Kmeans,0.111866,1
2,Kmeans,0.054357,0
2,Kmeans,0.030183,0
2,Kmeans,0.117904,1
2,Kmeans,0.096093,1
2,Kmeans,0.09297,1
2,Kmeans,0.132858,1
2,Kmeans,0.075997,1
2,Kmeans,0.140086,1
2,Kmeans,0.017094,0
2,Kmeans,0.141703,1
2,Kmeans,0.106237,1
2,Kmeans,0.170627,1
2,Kmeans,0.105662,1
2,Kmeans,0.112155,1
2,Kmeans,0.16715,1
2,Kmeans,0.187392,1
2,Kmeans,0.100717,1
2,Kmeans,0.082761,1
2,Kmeans,0.036224,0
2,Kmeans,0.079773,1
2,Kmeans,0.084218,1
2,Kmeans,0.173892,1
2,Kmeans,0.032579,0
2,Kmeans,0.030159,0
2,Kmeans,0.049715,0
2,Kmeans,0.082268,1
2,Kmeans,0.121188,1
2,Kmeans,0.160242,1
2,Kmeans,0.090355,1
2,Kmeans,0.095992,1
2,Kmeans,0.102839,1
2,Kmeans,0.036588,0
2,Kmeans,0.113518,1
2,Kmeans,0.034279,0
2,Kmeans,0.024372,0
2,Kmeans,0.047525,0
2,Kmeans,0.013994,0
2,Kmeans,0.085179,1
2,Kmeans,0.029185,0
2,Kmeans,0.002536,0
2,Kmeans,0.06305,0
2,Kmeans,0.115324,1
2,Kmeans,0.100249,1
2,Kmeans,0.014887,0
2,Kmeans,0.021158,0
2,Kmeans,0.039034,0
2,Kmeans,0.036175,0
2,Kmeans,0.107477,1
2,Kmeans,0.026307,0
2,Kmeans,0.188602,1
2,Kmeans,0.138655,1
2,Kmeans,0.143702,1
2,Kmeans,0.048648,0
2,Kmeans,0.078364,1
2,Kmeans,0.117651,1
2,Kmeans,0.010056,0
2,Kmeans,0.14629,1
2,Kmeans,0.036703,0
2,Kmeans,0.128251,1
2,Kmeans,0.027583,0
2,Kmeans,0.093969,1
2,Kmeans,0.04152,0
2,Kmeans,0.004032,0
2,Kmeans,0.121131,1
2,Kmeans,0.103043,1
2,Kmeans,0.091358,1
2,Kmeans,0.046675,0
2,Kmeans,0.144141,1
2,Kmeans,0.15656,1
2,Kmeans,0.019691,0
2,Kmeans,0.147498,1
2,Kmeans,0.066363,0
2,Kmeans,0.127441,1
2,Kmeans,0.039237,0
2,Kmeans,0.084923,1
2,Kmeans,0.068928,1
2,Kmeans,0.025547,0
2,Kmeans,0.047824,0
2,Kmeans,0.168076,1
2,Kmeans,0.054465,0
2,Kmeans,0.012435,0
2,Kmeans,0.124376,1
2,Kmeans,0.082079,1
2,Kmeans,-0.00271,0
2,Kmeans,0.036228,0
2,Kmeans,0.033854,0
2,Kmeans,0.097296,1
2,Kmeans,0.053276,0
2,Kmeans,0.114631,1
2,Kmeans,0.004829,0
2,Kmeans,0.027796,0
2,Kmeans,0.026883,0
2,Kmeans,0.020479,0
2,Kmeans,0.020824,0
2,Kmeans,0.090846,1
2,Kmeans,0.032055,0
2,Kmeans,0.119968,1
2,Kmeans,0.033906,0
2,Kmeans,0.021139,0
2,Kmeans,0.041902,0
2,Kmeans,0.011456,0
2,Kmeans,0.158071,1
2,Kmeans,0.125183,1
2,Kmeans,0.160619,1
2,Kmeans,-0.006177,0
2,Kmeans,0.065357,1
2,Kmeans,0.004012,0
2,Kmeans,0.099016,0
2,Kmeans,0.045812,0
2,Kmeans,0.038664,0
2,Kmeans,0.155033,1
2,Kmeans,0.064037,1
2,Kmeans,0.103258,1
2,Kmeans,0.038647,0
2,Kmeans,0.07869,0
2,Kmeans,0.008428,0
2,Kmeans,0.11443,1
2,Kmeans,0.086688,1
2,Kmeans,0.110711,1
2,Kmeans,0.092407,1
2,Kmeans,0.025752,0
2,Kmeans,0.026704,0
2,Kmeans,0.108025,1
2,Kmeans,0.032072,0
2,Kmeans,-0.02467,0
2,Kmeans,0.086561,1
2,Kmeans,0.146344,1
2,Kmeans,0.007887,0
2,Kmeans,0.032149,0
2,Kmeans,0.016516,0
2,Kmeans,0.058351,1
2,Kmeans,0.036075,0
2,Kmeans,0.148453,1
2,Kmeans,0.010753,0
2,Kmeans,0.193402,1
2,Kmeans,0.018376,0
2,Kmeans,0.05375,0
2,Kmeans,0.020512,0
2,Kmeans,0.045701,0
2,Kmeans,0.012736,0
2,Kmeans,0.128157,1
2,Kmeans,-0.014964,0
2,Kmeans,-0.007201,0
2,Kmeans,0.004031,0
2,Kmeans,0.132772,1
2,Kmeans,0.127922,1
2,Kmeans,0.022877,0
2,Kmeans,0.019062,0
2,Kmeans,0.129444,1
2,Kmeans,0.055325,1
2,Kmeans,0.04222,0
2,Kmeans,0.037505,0
2,Kmeans,0.006101,0
2,Kmeans,0.077789,0
2,Kmeans,0.102655,1
2,Kmeans,0.142893,1
2,Kmeans,0.149484,1
2,Kmeans,0.018119,0
2,Kmeans,0.069127,0
2,Kmeans,0.022079,0
2,Kmeans,0.092179,1
2,Kmeans,-0.010873,0
2,Kmeans,0.027771,0
2,Kmeans,0.031376,0
2,Kmeans,0.097343,1
2,Kmeans,0.029248,0
2,Kmeans,0.133357,1
2,Kmeans,0.149229,1
2,Kmeans,0.120875,1
2,Kmeans,0.097467,1
2,Kmeans,0.032145,0
2,Kmeans,0.02917,0
2,Kmeans,-0.006766,0
2,Kmeans,0.035706,0
2,Kmeans,0.110371,1
2,Kmeans,0.096977,1
2,Kmeans,-0.01492,0
2,Kmeans,0.155061,1
2,Kmeans,0.104715,1
2,Kmeans,0.023673,0
2,Kmeans,0.107593,1
2,Kmeans,0.070248,1
2,Kmeans,0.097178,1
2,Kmeans,0.12627,1
2,Kmeans,0.049082,0
2,Kmeans,0.022395,0
2,Kmeans,0.15099,1
2,Kmeans,0.009886,0
2,Kmeans,0.081295,1
2,Kmeans,0.144331,1
2,Kmeans,0.134801,1
2,Kmeans,0.114085,1
2,Kmeans,0.00403,0
2,Kmeans,0.031156,0
2,Kmeans,0.09002,1
2,Kmeans,0.115276,1
2,Kmeans,0.142998,1
2,Kmeans,0.108626,1
2,Kmeans,0.108548,1
2,Kmeans,0.037985,0
2,Kmeans,0.137084,1
2,Kmeans,0.082776,1
2,Kmeans,0.015365,0
2,Kmeans,0.144545,1
2,Kmeans,0.144878,1
2,Kmeans,0.015171,0
2,Kmeans,0.095668,1
2,Kmeans,0.112953,1
2,Kmeans,0.008143,0
2,Kmeans,-0.015135,0
2,Kmeans,0.127647,1
2,Kmeans,0.088298,1
2,Kmeans,0.160285,1
2,Kmeans,0.151359,1
2,Kmeans,0.120614,1
2,Kmeans,0.034688,0
2,Kmeans,0.010806,0
2,Kmeans,0.101175,1
2,Kmeans,0.025907,0
2,Kmeans,0.082818,0
2,Kmeans,0.044121,0
2,Kmeans,0.130291,1
2,Kmeans,-0.005189,0
2,Kmeans,0.132515,1
2,Kmeans,0.144403,1
2,Kmeans,0.101529,1
2,Kmeans,0.062502,1
2,Kmeans,0.162182,1
2,Kmeans,0.002827,0
2,Kmeans,0.01737,0
2,Kmeans,0.022076,0
2,Kmeans,0.020815,0
2,Kmeans,0.062809,1
2,Kmeans,0.176618,1
2,Kmeans,0.057369,0
2,Kmeans,0.032779,0
2,Kmeans,0.146962,1
2,Kmeans,0.116152,1
2,Kmeans,0.142792,1
2,Kmeans,0.019057,0
2,Kmeans,0.110954,1
2,Kmeans,0.106573,1
2,Kmeans,0.030856,0
2,Kmeans,0.106517,1
2,Kmeans,0.12703,1
2,Kmeans,0.092289,1
2,Kmeans,0.018954,0
2,Kmeans,0.091855,1
2,Kmeans,0.154214,1
2,Kmeans,0.135241,1
2,Kmeans,0.122187,1
2,Kmeans,0.103299,1
2,Kmeans,0.040918,0
2,Kmeans,0.113713,1
2,Kmeans,0.088588,1
2,Kmeans,0.116191,1
2,Kmeans,0.017118,0
2,Kmeans,0.129611,1
2,Kmeans,0.055253,0
2,Kmeans,0.096503,1
2,Kmeans,0.017831,0
2,Kmeans,0.056456,0
2,Kmeans,0.134264,1
2,Kmeans,0.019928,0
2,Kmeans,0.016387,0
2,Kmeans,0.084412,1
2,Kmeans,0.028152,0
2,Kmeans,0.044206,0
2,Kmeans,0.04573,0
2,Kmeans,0.116489,1
2,Kmeans,0.027644,0
2,Kmeans,0.116936,1
2,Kmeans,0.147363,1
2,Kmeans,0.015779,0
2,Kmeans,0.038579,0
2,Kmeans,0.03765,0
2,Kmeans,0.023818,0
2,Kmeans,0.1275,1
2,Kmeans,0.05772,0
2,Kmeans,0.044816,0
2,Kmeans,0.129594,1
2,Kmeans,0.022547,0
2,Kmeans,0.011747,0
2,Kmeans,0.08359,1
2,Kmeans,0.058051,0
2,Kmeans,0.073562,1
2,Kmeans,0.087206,1
2,Kmeans,0.016189,0
2,Kmeans,0.129605,1
2,Kmeans,0.145491,1
2,Kmeans,0.133342,1
2,Kmeans,0.029755,0
2,Kmeans,0.043487,0
2,Kmeans,0.129993,1
2,Kmeans,0.163128,1
2,Kmeans,0.075032,0
2,Kmeans,0.073241,0
2,Kmeans,0.074176,1
2,Kmeans,0.026848,0
2,Kmeans,0.059029,0
2,Kmeans,0.004186,0
2,Kmeans,0.148186,1
2,Kmeans,0.101332,1
2,Kmeans,0.056215,0
2,Kmeans,0.023874,0
2,Kmeans,0.107532,1
2,Kmeans,0.164529,1
2,Kmeans,0.080513,1
2,Kmeans,0.036253,0
2,Kmeans,0.048864,0
2,Kmeans,0.014574,0
2,Kmeans,-0.012374,0
2,Kmeans,0.107693,1
2,Kmeans,-0.016292,0
2,Kmeans,0.062717,0
2,Kmeans,0.135298,1
2,Kmeans,0.007577,0
2,Kmeans,0.183744,1
2,Kmeans,0.150164,1
2,Kmeans,0.034627,0
2,Kmeans,-0.028791,0
2,Kmeans,0.011013,0
2,Kmeans,0.059034,0
2,Kmeans,0.104362,1
2,Kmeans,-0.000803,0
2,Kmeans,0.061896,1
2,Kmeans,0.00089,0
2,Kmeans,0.14116,1
2,Kmeans,0.130872,1
2,Kmeans,0.094808,1
2,Kmeans,-0.002215,0
2,Kmeans,0.033333,0
2,Kmeans,0.035069,0
2,Kmeans,0.035395,0
2,Kmeans,0.125805,1
2,Kmeans,0.045773,0
2,Kmeans,0.071797,0
2,Kmeans,0.116775,1
2,Kmeans,0.10837,1
2,Kmeans,0.02232,0
2,Kmeans,0.015258,0
2,Kmeans,0.029096,0
2,Kmeans,0.088506,1
2,Kmeans,0.023586,0
2,Kmeans,0.085926,1
2,Kmeans,0.062711,1
2,Kmeans,-0.004906,0
2,Kmeans,-0.004273,0
2,Kmeans,0.110991,1
2,Kmeans,0.076431,0
2,Kmeans,0.004774,0
2,Kmeans,0.137735,1
2,Kmeans,0.13348,1
2,Kmeans,0.099776,1
2,Kmeans,0.042238,0
2,Kmeans,0.041128,0
2,Kmeans,0.062777,0
2,Kmeans,0.096429,1
2,Kmeans,0.012733,0
2,Kmeans,0.040055,0
2,Kmeans,0.047513,0
2,Kmeans,0.099734,1
2,Kmeans,0.010345,0
2,Kmeans,0.132053,1
2,Kmeans,0.118476,1
2,Kmeans,0.078212,1
2,Kmeans,0.136002,1
2,Kmeans,0.158942,1
2,Kmeans,0.11104,1
2,Kmeans,0.13019,1
2,Kmeans,0.150241,1
2,Kmeans,0.036826,0
2,Kmeans,0.047617,0
2,Kmeans,0.108644,1
2,Kmeans,0.019101,0
2,Kmeans,0.036051,0
2,Kmeans,0.167361,1
2,Kmeans,0.066028,0
2,Kmeans,0.106296,1
2,Kmeans,0.040752,0
2,Kmeans,0.07023,0
2,Kmeans,0.104279,1
2,Kmeans,0.047394,0
2,Kmeans,0.075915,1
2,Kmeans,0.080268,0
2,Kmeans,0.0397,0
2,Kmeans,0.099984,1
2,Kmeans,0.185584,1
2,Kmeans,0.081278,1
2,Kmeans,0.038124,0
2,Kmeans,0.166261,1
2,Kmeans,0.084497,1
2,Kmeans,0.096821,1
2,Kmeans,0.068596,1
2,Kmeans,0.026341,0
2,Kmeans,0.121022,1
2,Kmeans,0.023394,0
2,Kmeans,0.044165,0
2,Kmeans,0.045121,0
2,Kmeans,0.014403,0
2,Kmeans,0.084874,1
2,Kmeans,0.159428,1
2,Kmeans,0.129791,1
2,Kmeans,0.035922,0
2,Kmeans,0.117223,1
2,Kmeans,0.08857,1
2,Kmeans,0.115476,1
2,Kmeans,0.134994,1
2,Kmeans,0.122103,1
2,Kmeans,0.126092,1
2,Kmeans,-0.000913,0
2,Kmeans,0.079359,0
2,Kmeans,0.172264,1
2,Kmeans,0.023416,0
2,Kmeans,0.082848,1
2,Kmeans,0.141029,1
2,Kmeans,0.118836,1
2,Kmeans,0.052577,0
2,Kmeans,-0.009135,0
2,Kmeans,0.18362,1
2,Kmeans,0.024702,0
2,Kmeans,0.07853,1
2,Kmeans,0.123718,1
2,Kmeans,0.151194,1
2,Kmeans,0.034198,0
2,Kmeans,0.028402,0
2,Kmeans,0.035906,0
2,Kmeans,0.091217,1
2,Kmeans,0.133486,1
2,Kmeans,0.02466,0
2,Kmeans,-0.004439,0
2,Kmeans,0.04823,0
2,Kmeans,0.080857,0
2,Kmeans,0.02119,0
2,Kmeans,0.016106,0
2,Kmeans,0.008087,0
2,Kmeans,0.032332,0
2,Kmeans,0.104135,1
2,Kmeans,0.064875,0
2,Kmeans,0.003174,0
2,Kmeans,0.034112,0
2,Kmeans,0.119622,1
2,Kmeans,0.052949,0
2,Kmeans,0.128709,1
2,Kmeans,0.026463,0
2,Kmeans,0.051045,0
2,Kmeans,0.045,0
2,Kmeans,0.029671,0
2,Kmeans,0.052817,0
2,Kmeans,0.023168,0
2,Kmeans,0.029146,0
2,Kmeans,0.126385,1
2,Kmeans,0.144721,1
2,Kmeans,0.120577,1
2,Kmeans,0.162147,1
2,Kmeans,0.039066,0
2,Kmeans,0.020214,0
2,Kmeans,0.073878,0
2,Kmeans,0.175279,1
2,Kmeans,0.105415,1
2,Kmeans,0.104734,1
2,Kmeans,0.042812,0
2,Kmeans,-0.016447,0
2,Kmeans,0.060595,1
2,Kmeans,0.15391,1
2,Kmeans,0.030666,0
2,Kmeans,0.125006,1
2,Kmeans,0.038123,0
2,Kmeans,0.04622,0
2,Kmeans,0.012101,0
2,Kmeans,0.036636,0
2,Kmeans,0.008529,0
2,Kmeans,0.043567,0
2,Kmeans,0.026092,0
2,Kmeans,0.015124,0
2,Kmeans,0.080297,1
2,Kmeans,0.085549,1
2,Kmeans,0.030679,0
2,Kmeans,0.143217,1
2,Kmeans,-0.015681,0
2,Kmeans,0.105614,1
2,Kmeans,0.029144,0
2,Kmeans,0.096646,1
2,Kmeans,0.103873,1
2,Kmeans,0.180335,1
2,Kmeans,0.027566,0
2,Kmeans,0.015348,0
2,Kmeans,0.048085,0
2,Kmeans,-0.02305,0
2,Kmeans,0.121255,1
2,Kmeans,0.112169,1
2,Kmeans,0.055657,1
2,Kmeans,0.029274,0
2,Kmeans,0.159391,1
2,Kmeans,0.122904,1
2,Kmeans,0.075167,0
2,Kmeans,0.002612,0
2,Kmeans,0.012331,0
2,Kmeans,0.155915,1
2,Kmeans,0.037758,0
2,Kmeans,0.092672,1
2,Kmeans,0.133273,1
2,Kmeans,0.094029,1
2,Kmeans,0.101546,1
2,Kmeans,0.030137,0
2,Kmeans,0.099079,1
2,Kmeans,0.002778,0
2,Kmeans,0.079523,1
2,Kmeans,0.045954,0
2,Kmeans,0.060571,0
2,Kmeans,0.035266,0
2,Kmeans,0.007394,0
2,Kmeans,0.063709,0
2,Kmeans,0.019649,0
2,Kmeans,0.073327,1
2,Kmeans,0.061615,0
