k,type,score,label
2,Kmeans,0.091967,1
2,Kmeans,-0.022731,0
2,Kmeans,0.074713,1
2,Kmeans,0.037087,1
2,Kmeans,0.040144,0
2,Kmeans,0.060369,1
2,Kmeans,0.048462,0
2,Kmeans,0.074966,1
2,Kmeans,-0.004009,0
2,Kmeans,0.065613,1
2,Kmeans,0.131292,1
2,Kmeans,0.161782,1
2,Kmeans,0.147092,1
2,Kmeans,0.086791,1
2,Kmeans,0.103475,1
2,Kmeans,0.047932,0
2,Kmeans,-0.026525,0
2,Kmeans,0.07685,1
2,Kmeans,0.051848,1
2,Kmeans,0.112386,1
2,Kmeans,0.198501,1
2,Kmeans,0.110177,1
2,Kmeans,0.003021,0
2,Kmeans,-0.004358,0
2,Kmeans,0.063586,1
2,Kmeans,0.02089,0
2,Kmeans,0.087607,1
2,Kmeans,0.062987,1
2,Kmeans,0.081804,1
2,Kmeans,0.035735,1
2,Kmeans,0.05486,0
2,Kmeans,-0.027301,0
2,Kmeans,0.0023,0
2,Kmeans,0.052055,1
2,Kmeans,0.121109,1
2,Kmeans,0.025835,0
2,Kmeans,-0.04733,0
2,Kmeans,0.137834,1
2,Kmeans,0.215019,1
2,Kmeans,0.105181,1
2,Kmeans,0.118487,1
2,Kmeans,0.098331,1
2,Kmeans,0.139637,1
2,Kmeans,0.145205,1
2,Kmeans,0.127473,1
2,Kmeans,0.147085,1
2,Kmeans,0.097682,1
2,Kmeans,0.203541,1
2,Kmeans,0.038892,0
2,Kmeans,0.014939,0
2,Kmeans,-0.000176,0
2,Kmeans,0.005897,0
2,Kmeans,0.032126,0
2,Kmeans,0.137664,1
2,Kmeans,0.143801,1
2,Kmeans,0.040156,1
2,Kmeans,0.114188,1
2,Kmeans,0.166848,1
2,Kmeans,0.061727,1
2,Kmeans,-0.015007,0
2,Kmeans,0.150427,1
2,Kmeans,0.057676,1
2,Kmeans,-0.024258,0
2,Kmeans,0.002756,0
2,Kmeans,0.094418,1
2,Kmeans,0.105273,1
2,Kmeans,0.004047,0
2,Kmeans,0.088728,1
2,Kmeans,-0.003704,0
2,Kmeans,0.123546,1
2,Kmeans,0.092041,1
2,Kmeans,0.051784,1
2,Kmeans,-0.012844,0
2,Kmeans,0.202572,1
2,Kmeans,0.026696,0
2,Kmeans,0.06252,1
2,Kmeans,-0.023688,0
2,Kmeans,0.156125,1
2,Kmeans,0.040616,0
2,Kmeans,0.102701,1
2,Kmeans,0.147425,1
2,Kmeans,0.062421,1
2,Kmeans,-0.01292,0
2,Kmeans,-0.00965,0
2,Kmeans,0.186851,1
2,Kmeans,0.150099,1
2,Kmeans,0.146239,1
2,Kmeans,-0.004455,0
2,Kmeans,0.034411,0
2,Kmeans,0.03152,1
2,Kmeans,0.100938,1
2,Kmeans,0.053243,0
2,Kmeans,0.158097,1
2,Kmeans,0.118731,1
2,Kmeans,0.068359,1
2,Kmeans,-0.04884,0
2,Kmeans,0.083949,1
2,Kmeans,0.020227,0
2,Kmeans,0.025178,0
2,Kmeans,0.05789,1
2,Kmeans,0.057164,0
2,Kmeans,-0.016313,0
2,Kmeans,0.093695,1
2,Kmeans,0.08337,1
2,Kmeans,0.084262,0
2,Kmeans,0.118226,0
2,Kmeans,0.052084,1
2,Kmeans,-0.025031,0
2,Kmeans,0.097844,1
2,Kmeans,-0.018879,0
2,Kmeans,0.064295,0
2,Kmeans,0.077008,0
2,Kmeans,0.100042,1
2,Kmeans,0.123032,1
2,Kmeans,0.031094,0
2,Kmeans,0.111519,0
2,Kmeans,0.072828,1
2,Kmeans,0.121527,1
2,Kmeans,0.050713,1
2,Kmeans,0.094262,1
2,Kmeans,0.148958,1
2,Kmeans,-0.056408,0
2,Kmeans,0.076069,1
2,Kmeans,0.103165,1
2,Kmeans,0.139144,1
2,Kmeans,0.149981,1
2,Kmeans,0.132141,1
2,Kmeans,0.094391,1
2,Kmeans,0.097993,0
2,Kmeans,0.056694,1
2,Kmeans,0.038276,0
2,Kmeans,0.081496,1
2,Kmeans,0.03617,1
2,Kmeans,0.016616,0
2,Kmeans,-0.046526,0
2,Kmeans,0.009724,0
2,Kmeans,0.102016,1
2,Kmeans,0.076885,1
2,Kmeans,0.0569,1
2,Kmeans,0.076861,1
2,Kmeans,-0.012286,0
2,Kmeans,0.125297,1
2,Kmeans,0.012392,0
2,Kmeans,0.076077,1
2,Kmeans,0.160475,1
2,Kmeans,0.023709,0
2,Kmeans,-0.014649,0
2,Kmeans,0.087918,1
2,Kmeans,0.095002,1
2,Kmeans,-0.003564,0
2,Kmeans,0.099806,0
2,Kmeans,0.155741,1
2,Kmeans,0.015922,0
2,Kmeans,0.095614,0
2,Kmeans,0.051559,0
2,Kmeans,0.055932,1
2,Kmeans,0.153099,1
2,Kmeans,-0.032545,0
2,Kmeans,0.092958,1
2,Kmeans,0.009399,0
2,Kmeans,-0.031026,0
2,Kmeans,0.044575,1
2,Kmeans,0.106706,1
2,Kmeans,0.04397,0
2,Kmeans,0.118004,1
2,Kmeans,0.118244,1
2,Kmeans,0.045368,1
2,Kmeans,0.11244,1
2,Kmeans,0.037147,0
2,Kmeans,0.085244,1
2,Kmeans,0.06456,1
2,Kmeans,-0.040426,0
2,Kmeans,-0.009041,0
2,Kmeans,0.17245,1
2,Kmeans,0.15985,1
2,Kmeans,-0.044437,0
2,Kmeans,0.040306,0
2,Kmeans,0.021013,0
2,Kmeans,0.006213,0
2,Kmeans,0.050464,1
2,Kmeans,0.060079,0
2,Kmeans,0.089,0
2,Kmeans,0.002477,0
2,Kmeans,-0.051742,0
2,Kmeans,0.019849,0
2,Kmeans,0.084621,1
2,Kmeans,0.120936,1
2,Kmeans,0.068028,1
2,Kmeans,0.003536,0
2,Kmeans,0.132658,1
2,Kmeans,0.054936,0
2,Kmeans,-0.028501,0
2,Kmeans,0.072821,1
2,Kmeans,-0.023582,0
2,Kmeans,-0.00309,0
2,Kmeans,0.115628,1
2,Kmeans,0.032946,1
2,Kmeans,0.11853,1
2,Kmeans,-0.020498,0
2,Kmeans,0.136679,1
2,Kmeans,-0.039109,0
2,Kmeans,0.036797,0
2,Kmeans,0.020457,0
2,Kmeans,-0.037584,0
2,Kmeans,0.03414,0
2,Kmeans,0.101622,1
2,Kmeans,0.071665,1
2,Kmeans,-0.017659,0
2,Kmeans,0.003735,0
2,Kmeans,-0.042114,0
2,Kmeans,-0.030275,0
2,Kmeans,0.070842,1
2,Kmeans,-0.02304,0
2,Kmeans,0.102295,1
2,Kmeans,0.047793,0
2,Kmeans,0.06861,1
2,Kmeans,0.046212,0
2,Kmeans,0.031309,0
2,Kmeans,0.018698,0
2,Kmeans,-0.017368,0
2,Kmeans,0.105784,1
2,Kmeans,0.075592,1
2,Kmeans,0.001225,0
2,Kmeans,0.079042,1
2,Kmeans,0.185809,1
2,Kmeans,0.038911,0
2,Kmeans,0.019572,0
2,Kmeans,0.090972,1
2,Kmeans,-0.02291,0
2,Kmeans,0.03011,0
2,Kmeans,0.087149,1
2,Kmeans,0.064174,0
2,Kmeans,0.105335,0
2,Kmeans,0.138183,1
2,Kmeans,0.109986,1
2,Kmeans,-0.039075,0
2,Kmeans,0.057171,1
2,Kmeans,0.057107,0
2,Kmeans,0.019115,0
2,Kmeans,0.050961,1
2,Kmeans,0.042913,0
2,Kmeans,0.055828,0
2,Kmeans,0.100048,1
2,Kmeans,0.062137,1
2,Kmeans,0.070916,1
2,Kmeans,0.021266,0
2,Kmeans,-0.011074,0
2,Kmeans,0.03499,0
2,Kmeans,0.056823,1
2,Kmeans,0.033689,0
2,Kmeans,0.065362,1
2,Kmeans,0.055471,1
2,Kmeans,0.107476,1
2,Kmeans,-0.009353,0
2,Kmeans,0.092795,1
2,Kmeans,0.194299,1
2,Kmeans,0.080711,1
2,Kmeans,0.049063,0
2,Kmeans,0.058997,1
2,Kmeans,0.038922,0
2,Kmeans,0.077268,1
2,Kmeans,0.070393,1
2,Kmeans,-0.027225,0
2,Kmeans,0.081216,1
2,Kmeans,0.104022,1
2,Kmeans,0.165415,1
2,Kmeans,-0.011906,0
2,Kmeans,0.046805,0
2,Kmeans,-0.003491,0
2,Kmeans,0.056341,0
2,Kmeans,0.015126,0
2,Kmeans,-0.024789,0
2,Kmeans,0.077188,1
2,Kmeans,0.012555,0
2,Kmeans,0.073773,1
2,Kmeans,0.093377,1
2,Kmeans,0.03838,0
2,Kmeans,-0.020297,0
2,Kmeans,-0.013257,0
2,Kmeans,0.063124,0
2,Kmeans,-0.008771,0
2,Kmeans,0.090299,1
2,Kmeans,-0.013972,0
2,Kmeans,0.061399,0
2,Kmeans,0.066776,1
2,Kmeans,0.083006,1
2,Kmeans,-0.000287,0
2,Kmeans,0.04051,0
2,Kmeans,0.107639,1
2,Kmeans,0.012625,0
2,Kmeans,-0.01016,0
2,Kmeans,-0.011427,0
2,Kmeans,-0.000162,0
2,Kmeans,0.002666,0
2,Kmeans,0.150976,1
2,Kmeans,0.126261,1
2,Kmeans,0.077496,1
2,Kmeans,0.012335,0
2,Kmeans,0.055009,1
2,Kmeans,0.019,0
2,Kmeans,0.140076,1
2,Kmeans,0.050444,1
2,Kmeans,-0.021738,0
2,Kmeans,-0.000925,0
2,Kmeans,0.048404,1
2,Kmeans,0.119809,1
2,Kmeans,-0.016937,0
2,Kmeans,0.172111,1
2,Kmeans,0.004391,0
2,Kmeans,0.113833,1
2,Kmeans,0.139722,1
2,Kmeans,-0.015797,0
2,Kmeans,-0.014502,0
2,Kmeans,0.061423,1
2,Kmeans,0.01093,0
2,Kmeans,-0.035567,0
2,Kmeans,-0.006275,0
2,Kmeans,0.04722,0
2,Kmeans,0.011308,0
2,Kmeans,0.163462,1
2,Kmeans,0.097781,1
2,Kmeans,0.10498,1
2,Kmeans,0.063283,0
2,Kmeans,0.055107,0
2,Kmeans,0.126651,1
2,Kmeans,-0.000835,0
2,Kmeans,0.204585,1
2,Kmeans,0.037864,0
2,Kmeans,0.065447,1
2,Kmeans,0.097898,1
2,Kmeans,0.085829,1
2,Kmeans,-0.021809,0
2,Kmeans,0.106005,1
2,Kmeans,0.135542,1
2,Kmeans,0.072683,1
2,Kmeans,0.101247,1
2,Kmeans,0.121405,1
2,Kmeans,0.009823,0
2,Kmeans,0.003397,0
2,Kmeans,0.153878,1
2,Kmeans,0.082828,1
2,Kmeans,0.002749,0
2,Kmeans,0.064853,1
2,Kmeans,0.006603,0
2,Kmeans,0.032499,0
2,Kmeans,0.070131,1
2,Kmeans,-0.001126,0
2,Kmeans,0.191934,1
2,Kmeans,0.02249,0
2,Kmeans,0.092916,1
2,Kmeans,0.011975,0
2,Kmeans,0.170259,1
2,Kmeans,0.160498,1
2,Kmeans,0.052078,1
2,Kmeans,0.060157,1
2,Kmeans,0.093932,1
2,Kmeans,0.05068,1
2,Kmeans,0.163733,1
2,Kmeans,0.123412,1
2,Kmeans,0.105338,1
2,Kmeans,-0.031128,0
2,Kmeans,0.050793,1
2,Kmeans,0.062112,0
2,Kmeans,-0.002384,0
2,Kmeans,0.024621,0
2,Kmeans,0.059271,1
2,Kmeans,0.111772,0
2,Kmeans,0.029124,0
2,Kmeans,-0.008811,0
2,Kmeans,0.044539,0
2,Kmeans,-0.016062,0
2,Kmeans,0.032592,0
2,Kmeans,0.062477,1
2,Kmeans,0.199202,1
2,Kmeans,0.008312,0
2,Kmeans,0.150443,1
2,Kmeans,0.059821,1
2,Kmeans,0.057466,1
2,Kmeans,0.045706,1
2,Kmeans,0.006622,0
2,Kmeans,0.062046,1
2,Kmeans,-0.050309,0
2,Kmeans,0.057154,1
2,Kmeans,0.075381,0
2,Kmeans,0.058503,0
2,Kmeans,0.077054,1
2,Kmeans,-0.050185,0
2,Kmeans,-0.026292,0
2,Kmeans,0.121084,1
2,Kmeans,0.118676,1
2,Kmeans,0.043488,1
2,Kmeans,0.04208,0
2,Kmeans,0.056448,1
2,Kmeans,-0.021226,0
2,Kmeans,0.034869,0
2,Kmeans,0.013747,0
2,Kmeans,0.002653,0
2,Kmeans,0.152378,1
2,Kmeans,0.0368,0
2,Kmeans,0.057859,1
2,Kmeans,0.003102,0
2,Kmeans,0.115388,1
2,Kmeans,0.01176,0
2,Kmeans,0.064433,0
2,Kmeans,0.030697,0
2,Kmeans,0.128846,1
2,Kmeans,-0.027505,0
2,Kmeans,0.082988,1
2,Kmeans,-0.013885,0
2,Kmeans,0.10221,0
2,Kmeans,-0.008571,0
2,Kmeans,-0.049683,0
2,Kmeans,0.0542,0
2,Kmeans,0.118408,1
2,Kmeans,0.098105,1
2,Kmeans,0.049114,1
2,Kmeans,0.06582,1
2,Kmeans,0.004961,0
2,Kmeans,0.12974,1
2,Kmeans,0.07609,1
2,Kmeans,0.195352,1
2,Kmeans,0.102696,1
2,Kmeans,0.011531,0
2,Kmeans,-0.054044,0
2,Kmeans,-0.053546,0
2,Kmeans,0.093044,0
2,Kmeans,0.029314,0
2,Kmeans,0.069463,1
2,Kmeans,0.015094,0
2,Kmeans,-0.008451,0
2,Kmeans,-0.015013,0
2,Kmeans,0.034384,1
2,Kmeans,-0.020765,0
2,Kmeans,0.075783,1
2,Kmeans,0.206739,1
2,Kmeans,0.205714,1
2,Kmeans,0.020448,0
2,Kmeans,0.061282,1
2,Kmeans,0.167902,1
2,Kmeans,0.209971,1
2,Kmeans,-0.053451,0
2,Kmeans,0.024215,0
2,Kmeans,-0.011675,0
2,Kmeans,0.166162,1
2,Kmeans,0.058269,1
2,Kmeans,0.116208,1
2,Kmeans,0.145418,1
2,Kmeans,0.106519,1
2,Kmeans,0.139335,1
2,Kmeans,0.025218,0
2,Kmeans,0.101555,1
2,Kmeans,0.022857,0
2,Kmeans,0.055606,1
2,Kmeans,0.090667,0
2,Kmeans,0.046185,0
2,Kmeans,0.077728,1
2,Kmeans,0.129519,1
2,Kmeans,0.062648,1
2,Kmeans,0.137213,1
2,Kmeans,0.152629,1
2,Kmeans,0.020192,0
2,Kmeans,0.118938,1
2,Kmeans,0.101742,1
2,Kmeans,0.110792,0
2,Kmeans,0.062362,0
2,Kmeans,0.073226,1
2,Kmeans,0.142232,1
2,Kmeans,0.02771,0
2,Kmeans,0.105412,1
2,Kmeans,0.208442,1
2,Kmeans,0.119662,1
2,Kmeans,0.191782,1
2,Kmeans,0.008089,0
2,Kmeans,0.04455,1
2,Kmeans,0.117909,1
2,Kmeans,0.072542,1
2,Kmeans,-0.015387,0
2,Kmeans,0.109578,1
2,Kmeans,0.058871,1
2,Kmeans,0.094798,1
2,Kmeans,0.095541,1
2,Kmeans,-0.033431,0
2,Kmeans,-0.00913,0
2,Kmeans,0.200621,1
2,Kmeans,-0.010035,0
2,Kmeans,0.081378,1
2,Kmeans,0.006662,0
2,Kmeans,0.104619,0
2,Kmeans,0.075905,0
2,Kmeans,0.097504,1
2,Kmeans,0.064201,1
2,Kmeans,0.187132,1
2,Kmeans,-0.035481,0
2,Kmeans,0.063369,1
2,Kmeans,0.071945,1
2,Kmeans,0.052505,1
2,Kmeans,0.073263,1
2,Kmeans,0.022517,0
2,Kmeans,0.000241,0
2,Kmeans,0.028944,0
2,Kmeans,0.01942,0
2,Kmeans,-0.009543,0
2,Kmeans,0.141575,1
2,Kmeans,0.1487,1
2,Kmeans,0.010143,0
2,Kmeans,0.037182,1
2,Kmeans,-0.002994,0
2,Kmeans,0.135769,1
2,Kmeans,0.021164,0
2,Kmeans,-0.008458,0
2,Kmeans,0.021409,0
2,Kmeans,0.003039,0
2,Kmeans,0.161682,1
2,Kmeans,0.063328,1
2,Kmeans,-0.00813,0
2,Kmeans,-0.001458,0
2,Kmeans,0.065702,1
2,Kmeans,0.08646,1
2,Kmeans,0.048306,1
2,Kmeans,0.061481,1
2,Kmeans,0.085672,1
2,Kmeans,0.004617,0
2,Kmeans,0.067007,0
2,Kmeans,0.117146,1
2,Kmeans,-0.001207,0
2,Kmeans,-0.008674,0
2,Kmeans,-0.016062,0
2,Kmeans,0.088658,1
2,Kmeans,0.115479,1
2,Kmeans,0.099794,1
2,Kmeans,0.057226,1
2,Kmeans,0.013439,0
2,Kmeans,0.079466,1
2,Kmeans,0.095579,1
2,Kmeans,0.06515,1
2,Kmeans,0.009768,0
2,Kmeans,-0.018838,0
2,Kmeans,-0.002175,0
2,Kmeans,0.104647,1
2,Kmeans,-0.002213,0
2,Kmeans,0.005233,0
2,Kmeans,0.110873,1
2,Kmeans,0.033936,0
2,Kmeans,0.070719,1
2,Kmeans,-0.004672,0
2,Kmeans,0.050612,1
2,Kmeans,0.074431,1
2,Kmeans,-0.012116,0
2,Kmeans,0.057866,1
2,Kmeans,0.013181,0
2,Kmeans,0.061742,1
2,Kmeans,0.135382,1
2,Kmeans,-0.03311,0
2,Kmeans,0.001912,0
2,Kmeans,0.008266,0
2,Kmeans,0.109955,1
2,Kmeans,0.065285,1
2,Kmeans,-0.03261,0
2,Kmeans,0.040356,0
2,Kmeans,0.045603,0
2,Kmeans,0.021397,0
2,Kmeans,0.010495,0
2,Kmeans,0.00742,0
2,Kmeans,0.035149,0
2,Kmeans,0.088746,1
2,Kmeans,-0.001641,0
2,Kmeans,0.059107,0
2,Kmeans,0.077383,1
2,Kmeans,0.166376,1
2,Kmeans,0.183299,1
2,Kmeans,0.029608,1
2,Kmeans,0.013463,0
2,Kmeans,-0.028255,0
2,Kmeans,0.003409,0
2,Kmeans,-0.016565,0
2,Kmeans,0.025463,0
2,Kmeans,0.07022,0
2,Kmeans,-0.023903,0
2,Kmeans,0.048325,0
2,Kmeans,0.069318,0
2,Kmeans,0.223097,1
2,Kmeans,0.169395,1
2,Kmeans,0.108226,1
2,Kmeans,-0.01008,0
2,Kmeans,0.119929,1
2,Kmeans,0.109148,1
2,Kmeans,0.071475,1
2,Kmeans,0.000611,0
2,Kmeans,-0.031543,0
2,Kmeans,-0.00806,0
2,Kmeans,0.139202,1
2,Kmeans,0.076741,1
2,Kmeans,0.180853,1
2,Kmeans,0.106288,1
2,Kmeans,0.075732,1
2,Kmeans,-0.024566,0
2,Kmeans,-0.04229,0
2,Kmeans,-0.00143,0
2,Kmeans,0.019599,0
2,Kmeans,-0.008464,0
2,Kmeans,0.104041,1
2,Kmeans,0.060998,0
2,Kmeans,0.048305,1
2,Kmeans,0.086774,1
2,Kmeans,0.030228,1
2,Kmeans,0.020286,0
2,Kmeans,0.101618,1
2,Kmeans,0.09598,1
2,Kmeans,0.080047,1
2,Kmeans,0.145062,1
2,Kmeans,0.046542,1
2,Kmeans,0.048188,1
2,Kmeans,-0.023114,0
2,Kmeans,0.002224,0
2,Kmeans,0.109757,1
2,Kmeans,-0.032,0
2,Kmeans,0.145085,1
2,Kmeans,0.151411,1
2,Kmeans,0.065769,0
2,Kmeans,0.068106,0
2,Kmeans,0.047128,0
2,Kmeans,0.00305,0
2,Kmeans,0.112251,0
2,Kmeans,0.04929,1
2,Kmeans,0.039125,1
2,Kmeans,0.012202,0
2,Kmeans,-0.00292,0
2,Kmeans,-0.001916,0
2,Kmeans,0.110339,0
2,Kmeans,0.010979,0
2,Kmeans,0.0413,0
2,Kmeans,0.100103,1
2,Kmeans,0.11634,1
2,Kmeans,0.099501,1
2,Kmeans,0.096841,0
2,Kmeans,0.017252,0
2,Kmeans,0.053643,1
2,Kmeans,0.13806,1
2,Kmeans,0.063981,0
2,Kmeans,0.088082,1
2,Kmeans,0.05072,1
2,Kmeans,0.092386,1
2,Kmeans,0.111246,1
2,Kmeans,0.037986,1
2,Kmeans,0.099353,1
2,Kmeans,0.049126,0
2,Kmeans,0.1336,1
2,Kmeans,0.138654,1
2,Kmeans,0.09818,1
2,Kmeans,0.104746,1
2,Kmeans,0.054981,1
2,Kmeans,0.098023,1
2,Kmeans,0.122279,1
2,Kmeans,0.146373,1
2,Kmeans,0.108818,0
2,Kmeans,0.199126,1
2,Kmeans,0.022461,0
2,Kmeans,-0.041162,0
2,Kmeans,0.041609,0
2,Kmeans,0.10075,1
2,Kmeans,-0.024956,0
2,Kmeans,0.099329,0
2,Kmeans,0.020103,0
2,Kmeans,-0.041636,0
2,Kmeans,0.033784,0
2,Kmeans,0.034411,0
2,Kmeans,0.172052,1
2,Kmeans,-0.015106,0
2,Kmeans,0.088055,0
2,Kmeans,0.164162,1
2,Kmeans,0.016115,0
2,Kmeans,0.150227,1
2,Kmeans,-0.024781,0
2,Kmeans,0.076371,1
2,Kmeans,-0.018366,0
2,Kmeans,0.041825,1
2,Kmeans,-0.024377,0
2,Kmeans,-0.021577,0
2,Kmeans,-0.006673,0
2,Kmeans,-0.007283,0
2,Kmeans,0.006101,0
2,Kmeans,0.15479,1
2,Kmeans,0.0577,1
2,Kmeans,0.074274,1
2,Kmeans,-0.021709,0
2,Kmeans,0.056509,1
2,Kmeans,-0.000185,0
2,Kmeans,-0.02227,0
2,Kmeans,0.135516,1
2,Kmeans,0.048508,0
2,Kmeans,-0.044102,0
2,Kmeans,-0.023438,0
2,Kmeans,0.043837,0
2,Kmeans,0.125561,1
2,Kmeans,0.090853,1
2,Kmeans,0.017252,0
2,Kmeans,0.114272,1
2,Kmeans,0.183625,1
2,Kmeans,0.169539,1
2,Kmeans,0.043703,0
2,Kmeans,0.061092,0
2,Kmeans,0.082017,1
2,Kmeans,0.123788,1
2,Kmeans,-0.017082,0
2,Kmeans,0.079268,1
2,Kmeans,0.026519,0
2,Kmeans,0.050235,1
2,Kmeans,0.164753,1
2,Kmeans,0.06176,1
2,Kmeans,0.00688,0
2,Kmeans,0.062069,1
2,Kmeans,-0.032439,0
2,Kmeans,0.041129,0
2,Kmeans,0.017996,0
2,Kmeans,-0.010935,0
2,Kmeans,0.05212,0
2,Kmeans,0.103481,1
2,Kmeans,0.043807,1
2,Kmeans,0.080513,1
2,Kmeans,0.014737,0
2,Kmeans,0.074843,1
2,Kmeans,0.028316,0
2,Kmeans,0.154982,1
2,Kmeans,0.0682,0
2,Kmeans,-0.035727,0
2,Kmeans,-0.008678,0
2,Kmeans,0.002156,0
2,Kmeans,0.053454,0
2,Kmeans,0.067641,0
2,Kmeans,-0.004409,0
2,Kmeans,0.14271,1
2,Kmeans,0.065441,1
2,Kmeans,0.113453,1
2,Kmeans,0.138365,1
2,Kmeans,0.018667,0
2,Kmeans,0.046014,0
2,Kmeans,0.006493,0
2,Kmeans,0.164191,1
2,Kmeans,0.149683,1
2,Kmeans,0.078961,1
2,Kmeans,0.065912,0
2,Kmeans,0.017895,0
2,Kmeans,0.055174,1
2,Kmeans,0.080241,1
2,Kmeans,0.049042,0
2,Kmeans,0.134442,1
2,Kmeans,0.005588,0
2,Kmeans,-0.004199,0
2,Kmeans,0.058368,0
2,Kmeans,0.017935,0
2,Kmeans,0.085735,0
2,Kmeans,0.033328,0
2,Kmeans,0.024414,0
2,Kmeans,0.055422,1
2,Kmeans,0.132851,1
2,Kmeans,0.11837,1
2,Kmeans,0.013916,0
2,Kmeans,0.104075,1
2,Kmeans,0.140665,1
2,Kmeans,0.140647,1
2,Kmeans,0.070514,1
2,Kmeans,0.070239,0
2,Kmeans,0.111562,1
2,Kmeans,-0.027874,0
2,Kmeans,0.048256,0
2,Kmeans,0.083128,1
2,Kmeans,-0.001602,0
2,Kmeans,0.077603,0
2,Kmeans,0.150964,1
2,Kmeans,-0.004938,0
2,Kmeans,0.105042,0
2,Kmeans,0.013119,0
2,Kmeans,0.067535,1
2,Kmeans,0.08546,1
2,Kmeans,-0.052367,0
2,Kmeans,0.177111,1
2,Kmeans,0.107155,1
2,Kmeans,0.133806,1
2,Kmeans,0.135307,1
2,Kmeans,0.164193,1
2,Kmeans,0.10899,1
2,Kmeans,0.12066,1
2,Kmeans,0.065462,1
2,Kmeans,0.017567,0
2,Kmeans,-0.023441,0
